./main <proj1_instances/weighted_chimera_297.txt
8 178.003 -fit: 8476
8476 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110011110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101111101101101101111
5244 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
5000 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111001101110010010111111010101111001101011101101101101111
3456 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
2212 111011111101101110100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
1712 111011111101101100100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
8 178.009 -fit: 8476
8476 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110011110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101111101101101101111
7288 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001100111111011111101100111111011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
6944 111011111101101100100111010111111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
6832 111011111101101110100101010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001100111111011111101100111111011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
2212 111011111101101110100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
1712 111011111101101100100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
8 178.015 -fit: 8476
8476 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110011110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101111101101101101111
7288 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001100111111011111101100111111011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
6700 111011111101101100100111010111111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101111101101101101111
6544 111011111101101100100111010111111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011010011111011001101011000111100111000101110010010111111010101111011101011101101101101111
2212 111011111101101110100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
1712 111011111101101100100111010111111110111011011111100111110101111000011110010011100001111111111011101111011110011101000111110111011000011101110011110101000011111100101001100111111110001100111111011111101100111111011011011011001100011000111100111000101110011010111111010101011011101011101101101101111
8 178.021 -fit: 8476
8476 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011101001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110011110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111110111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101011101101101101111
8232 111011111101101110100111010010111110111011011111100111110101111100011110010011100001111111111011101111011110011101010111110111011000011111110001110101000011111100101001100111111110001101111111011110101100111011011011111011001101011000111100111000101110010010111111010101111011101111101101101101111
